fontFileId	fontFamily	fontPath	leftCharacter	rightCharacter	leftGlyphId	rightGlyphId	leftGlyphName	rightGlyphName	availableKernEm	calculatedKernEm	differenceEm	absDifferenceEm	signChanged
pacifico	Pacifico	ofl/pacifico/Pacifico-Regular.ttf	F	)	64	1363	F	parenright	0.180000	-0.092000	-0.272000	0.272000	true
pacifico	Pacifico	ofl/pacifico/Pacifico-Regular.ttf	T	)	157	1363	T	parenright	0.150000	-0.098000	-0.248000	0.248000	true
pacifico	Pacifico	ofl/pacifico/Pacifico-Regular.ttf	F	}	64	1359	F	braceright	0.170000	-0.066751	-0.236751	0.236751	true
pacifico	Pacifico	ofl/pacifico/Pacifico-Regular.ttf	F	]	64	1361	F	bracketright	0.170000	-0.062463	-0.232463	0.232463	true
pacifico	Pacifico	ofl/pacifico/Pacifico-Regular.ttf	A	)	4	1363	A	parenright	0.130000	-0.102000	-0.232000	0.232000	true
pacifico	Pacifico	ofl/pacifico/Pacifico-Regular.ttf	K	)	90	1363	K	parenright	0.130000	-0.102000	-0.232000	0.232000	true
pacifico	Pacifico	ofl/pacifico/Pacifico-Regular.ttf	N	)	101	1363	N	parenright	0.130000	-0.102000	-0.232000	0.232000	true
pacifico	Pacifico	ofl/pacifico/Pacifico-Regular.ttf	C	)	32	1363	C	parenright	0.130000	-0.102000	-0.232000	0.232000	true
pacifico	Pacifico	ofl/pacifico/Pacifico-Regular.ttf	E	)	44	1363	E	parenright	0.130000	-0.102000	-0.232000	0.232000	true
pacifico	Pacifico	ofl/pacifico/Pacifico-Regular.ttf	M	)	100	1363	M	parenright	0.130000	-0.102000	-0.232000	0.232000	true
pacifico	Pacifico	ofl/pacifico/Pacifico-Regular.ttf	R	)	143	1363	R	parenright	0.130000	-0.102000	-0.232000	0.232000	true
pacifico	Pacifico	ofl/pacifico/Pacifico-Regular.ttf	U	)	162	1363	U	parenright	0.130000	-0.102000	-0.232000	0.232000	true
pacifico	Pacifico	ofl/pacifico/Pacifico-Regular.ttf	X	)	189	1363	X	parenright	0.130000	-0.102000	-0.232000	0.232000	true
pacifico	Pacifico	ofl/pacifico/Pacifico-Regular.ttf	Z	)	199	1363	Z	parenright	0.130000	-0.095609	-0.225609	0.225609	true
pacifico	Pacifico	ofl/pacifico/Pacifico-Regular.ttf	E	/	44	1356	E	slash	0.140000	-0.082194	-0.222194	0.222194	true
pacifico	Pacifico	ofl/pacifico/Pacifico-Regular.ttf	L	)	92	1363	L	parenright	0.130000	-0.085695	-0.215695	0.215695	true
pacifico	Pacifico	ofl/pacifico/Pacifico-Regular.ttf	T	}	157	1359	T	braceright	0.150000	-0.065607	-0.215607	0.215607	true
pacifico	Pacifico	ofl/pacifico/Pacifico-Regular.ttf	T	]	157	1361	T	bracketright	0.150000	-0.063673	-0.213673	0.213673	true
pacifico	Pacifico	ofl/pacifico/Pacifico-Regular.ttf	Y	)	190	1363	Y	parenright	0.100000	-0.108000	-0.208000	0.208000	true
